simple,9,,,,,,,
1,2,3,4,5,6,7,8,9
0,0,-97.5,-22.25050801,-83.16812276,0,0,0,0
0,0,-98,-22.25050801,-83.16812276,0,0,0,0
0,0,-98.5,-22.25050801,-83.16812276,0,0,0,0
0,0,-99,-22.25050801,-83.16812276,0,0,0,0
0,0,-99.5,-22.25050801,-83.16812276,0,0,0,0
0,0,-100,-22.25050801,-83.16812276,0,0,0,0
0,0,-100,-22.25050801,-83.16812276,0,0,0,0
0,0,-100,-22.12452978,-83.2554469,0,0,0,0
0,0,-100,-21.99735574,-83.34128806,0,0,0,0
0,0,-100,-21.86898906,-83.42564722,0,0,0,0
0,0,-100,-21.73943289,-83.50852533,0,0,0,0
0,0,-100,-21.60869043,-83.58992328,0,0,0,0
0,0,-100,-21.47676487,-83.66984197,0,0,0,0
0,0,-100,-21.34365945,-83.74828223,0,0,0,0
0,0,-100,-21.20937739,-83.82524488,0,0,0,0
0,0,-100,-21.07392197,-83.90073071,0,0,0,0
0,0,-100,-20.93729646,-83.97474047,0,0,0,0
0,0,-100,-20.79950415,-84.04727491,0,0,0,0
0,0,-100,-20.66054836,-84.11833471,0,0,0,0
0,0,-100,-20.52043243,-84.18792057,0,0,0,0
0,0,-100,-20.37915971,-84.25603312,0,0,0,0
0,0,-100,-20.23673358,-84.32267301,0,0,0,0
0,0,-100,-20.09315745,-84.38784083,0,0,0,0
0,0,-100,-19.94843472,-84.45153717,0,0,0,0
0,0,-100,-19.80256884,-84.51376258,0,0,0,0
0,0,-100,-19.65556326,-84.5745176,0,0,0,0
0,0,-100,-19.50742147,-84.63380274,0,0,0,0
0,0,-99.5,-19.50742147,-84.63380274,0,0,0,0
0,0,-99,-19.50742147,-84.63380274,0,0,0,0
0,0,-98.5,-19.50742147,-84.63380274,0,0,0,0
0,0,-98,-19.50742147,-84.63380274,0,0,0,0
0,0,-97.5,-19.50742147,-84.63380274,0,0,0,0
0,0,-97,-19.50742147,-84.63380274,0,0,0,0
0,0,-96.5,-19.50742147,-84.63380274,0,0,0,0
0,0,-96,-19.50742147,-84.63380274,0,0,0,0
0,0,-95.5,-19.50742147,-84.63380274,0,0,0,0
0,0,-95,-19.50742147,-84.63380274,0,0,0,0
0,0,-94.5,-19.50742147,-84.63380274,0,0,0,0
0,0,-94,-19.50742147,-84.63380274,0,0,0,0
0,0,-93.5,-19.50742147,-84.63380274,0,0,0,0
0,0,-93,-19.50742147,-84.63380274,0,0,0,0
0,0,-92.5,-19.50742147,-84.63380274,0,0,0,0
0,0,-92,-19.50742147,-84.63380274,0,0,0,0
0,0,-91.5,-19.50742147,-84.63380274,0,0,0,0
0,0,-91,-19.50742147,-84.63380274,0,0,0,0
0,0,-90.5,-19.50742147,-84.63380274,0,0,0,0
0,0,-90,-19.50742147,-84.63380274,0,0,0,0
0,0,-90,-19.50742147,-84.63380274,0,0,0,0
0,0,-90,-20.14051863,-85.50853758,0,0,0,0
0,0,-90,-20.77160928,-86.37638352,0,0,0,0
0,0,-90,-21.40086238,-87.23756157,0,0,0,0
